,trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
4365,20220325,301219.SZ,腾远钴业,小金属,江西,19.51,0.24,1.26,45.5,30.06,9.94,9.77,7.76,9.083,67.67,2.62,20220317,22.65,17.98,132.66,122.91,41.59,27.51,33112
4366,20220325,600885.SH,宏发股份,电气设备,湖北,30.95,7.45,7.45,124.46,73.65,30.14,4.44,0.6,1.102,8.16,5.57,19960205,41.58,5.58,39.12,37.44,35.17,10.85,16779
4367,20220325,600353.SH,旭光电子,元器件,四川,67.83,5.44,5.44,18.48,12.61,2.98,0.99,0.18,0.11,2.2,3.28,20021120,4.32,0.79,11.61,8.24,22.28,5.76,35257
4368,20220325,601689.SH,拓普集团,汽车配件,浙江,60.76,11.02,11.02,163.9,76.57,49.55,53.41,4.85,0.69,9.37,5.91,20150319,34.32,3.11,81.14,94.44,20.96,9.63,32507
4369,20220325,688363.SH,华熙生物,生物制药,山东,68.72,0.95,4.8,75.04,39.84,16.09,35.69,7.44,1.63,11.87,9.43,20191106,14.2,2.96,87.93,21.13,78.07,15.81,37974
4370,20220325,001289.SZ,龙源电力,新型电力,北京,32.7,1.33,83.82,1835.62,370.82,1103.47,142.01,1.69,0.586,6.66,3.84,20220124,315.47,3.76,28.75,26.81,36.83,19.25,0
4371,20220325,300992.SZ,泰福泵业,专用机械,浙江,37.28,0.23,0.91,8.2,4.79,2.17,2.79,3.08,0.65,7.38,3.8,20210525,2.74,3.01,29.98,-10.7,22.96,13.35,18472
4372,20220325,002432.SZ,九安医疗,医疗保健,天津,461.87,4.67,4.79,25.21,17.65,1.79,15.8,3.3,0.11,4.19,15.39,20100610,1.56,0.33,-50.82,-86.19,37.35,6.34,195000
4373,20220325,601607.SH,上海医药,医药商业,上海,12.03,19.23,28.42,1632.91,1180.05,103.28,160.14,5.63,1.58,17.12,1.48,19940324,281.73,9.91,14.72,24.49,13.49,2.79,98851
4374,20220325,300568.SZ,星源材质,化工原料,深圳,98.65,6.69,7.68,76.17,28.72,33.62,26.25,3.42,0.39,5.55,6.54,20161201,8.21,1.07,92.48,133.49,37.8,15.21,54844
4375,20220325,002709.SZ,天赐材料,化工原料,广东,42.06,6.86,9.6,138.99,92.52,24.93,28.83,3.0,2.35,7.46,12.98,20140123,32.91,3.43,169.26,314.42,34.98,19.91,113946
4376,20220325,000799.SZ,酒鬼酒,白酒,湖南,51.06,3.25,3.25,48.9,40.86,3.72,11.61,3.57,2.216,10.31,14.63,19970718,16.31,5.02,134.2,117.69,79.89,27.28,71556
4377,20220325,603330.SH,上海天洋,塑料,上海,37.59,2.38,2.38,17.75,9.66,5.99,5.37,2.26,0.47,4.52,3.86,20170213,2.72,1.14,52.74,112.72,25.64,10.32,12167
4378,20220325,688182.SH,灿勤科技,通信设备,江苏,65.42,0.67,4.0,11.59,7.32,2.73,2.17,0.54,0.176,5.12,2.99,20211116,4.42,1.1,0.0,0.0,43.06,28.26,55931
4379,20220325,000862.SZ,银星能源,新型电力,宁夏,62.09,5.01,7.06,74.36,11.79,59.05,26.82,3.8,0.133,3.9,2.11,19980915,-6.6,-0.94,13.11,172.87,32.79,6.88,86963
4380,20220325,603222.SH,济民医疗,医疗保健,浙江,39.57,3.41,3.41,24.25,8.29,7.1,4.13,1.21,0.44,3.63,4.71,20150217,4.54,1.33,25.16,2206.02,48.05,13.43,43625
4381,20220325,600291.SH,*ST西水,保险,内蒙,37.92,10.93,10.93,24.43,0.0,0.01,59.69,5.46,0.081,1.58,2.59,20000731,-58.29,-5.33,-99.51,101.02,86.19,85.57,64600
4382,20220325,688680.SH,海优新材,塑料,上海,105.63,0.44,0.84,30.63,25.39,2.67,16.24,19.33,1.47,27.51,7.34,20210122,4.36,5.18,120.76,3.72,12.31,6.02,5226
4383,20220325,688020.SH,方邦股份,元器件,广东,110.7,0.37,0.8,19.29,10.89,4.7,10.89,13.61,0.47,20.32,2.58,20190722,4.17,5.21,-0.76,-68.27,51.23,13.21,4879
4384,20220325,603637.SH,镇海股份,建筑工程,浙江,35.68,2.44,2.44,13.9,12.93,0.51,1.91,0.79,0.21,3.25,3.01,20170208,2.88,1.18,8.44,26.15,9.21,7.53,10049
4385,20220325,605016.SH,百龙创园,食品,山东,34.29,0.32,1.27,12.62,8.13,3.5,6.31,4.97,0.67,9.5,2.85,20210421,3.69,2.91,0.0,0.0,26.64,15.89,8759
4386,20220325,300404.SZ,博济医药,医疗保健,广东,73.61,1.84,2.61,11.37,7.29,1.94,3.7,1.42,0.14,3.05,4.1,20150424,1.45,0.56,21.36,70.91,47.63,15.49,18562
4387,20220325,300452.SZ,山河药辅,化学制药,安徽,36.84,1.43,1.8,9.04,4.84,3.04,0.65,0.36,0.4,3.41,5.79,20150515,3.38,1.87,17.77,6.11,28.85,16.26,14820
4388,20220325,300435.SZ,中泰股份,供气供热,浙江,27.63,3.13,3.78,37.96,20.12,7.05,12.88,3.41,0.49,6.48,2.76,20150326,7.11,1.88,27.46,25.88,19.97,11.19,36268
4389,20220325,688261.SH,东微半导,半导体,江苏,103.65,0.14,0.67,5.64,5.47,0.07,3.53,5.24,1.377,37.38,5.09,20220210,1.06,1.58,0.0,0.0,28.62,16.59,16035
4390,20220325,002670.SZ,国盛金控,证券,广东,65.13,16.23,19.35,334.42,274.11,1.01,88.84,4.59,0.102,5.94,1.49,20120416,2.92,0.15,-94.97,345.91,0.0,87468.14,52709
4391,20220325,300147.SZ,香雪制药,中成药,广东,225.49,6.57,6.61,116.36,26.69,20.41,21.57,3.26,0.03,5.51,1.39,20101215,7.37,1.11,-10.34,-88.58,27.58,0.76,49199
4392,20220325,002665.SZ,首航高科,电气设备,甘肃,0.0,24.53,25.39,80.34,20.22,30.8,39.86,1.57,-0.04,2.22,1.73,20120327,-7.88,-0.31,207.73,7.32,22.9,-12.9,179425
4393,20220325,300560.SZ,中富通,通信设备,福建,79.0,1.69,2.26,22.6,16.72,0.73,4.1,1.81,0.19,4.63,4.24,20161101,3.76,1.66,-11.67,-12.24,26.78,6.87,18451
4394,20220325,000582.SZ,北部湾港,港口,广西,12.19,12.69,16.33,253.62,61.51,116.28,36.39,2.23,0.46,6.57,1.13,19951102,51.04,3.12,8.02,-10.52,36.03,18.17,37640
4395,20220325,300064.SZ,*ST金刚,矿物制品,河南,0.0,6.96,12.05,61.67,15.82,25.4,47.52,3.94,-0.495,-0.09,-21.83,20100326,-61.87,-5.13,83.55,-24.02,34.19,-106.09,30075
4396,20220325,605499.SH,东鹏饮料,软饮料,深圳,44.91,0.4,4.0,77.9,28.52,19.09,20.8,5.2,3.11,10.6,12.64,20210527,15.58,3.89,40.72,46.9,44.37,17.1,20630
4397,20220325,300267.SZ,尔康制药,化学制药,湖南,42.21,14.2,20.63,63.99,23.23,25.78,9.53,0.46,0.076,2.83,1.51,20110927,27.66,1.34,-11.23,-13.73,30.64,9.9,34130
4398,20220325,603216.SH,梦天家居,家居用品,浙江,30.72,0.55,2.21,13.24,6.14,6.2,0.87,0.39,0.477,6.8,2.87,20211215,3.8,1.72,0.0,0.0,34.22,10.97,63240
4399,20220325,300890.SZ,翔丰华,矿物制品,深圳,52.6,0.78,1.0,23.61,15.8,4.76,7.06,7.06,0.998,11.47,4.58,20200917,3.35,3.35,168.78,119.65,26.19,8.93,11256
4400,20220325,002476.SZ,宝莫股份,化工原料,山东,163.94,6.12,6.12,9.13,6.79,1.97,1.75,0.29,0.026,1.37,4.08,20100915,-0.03,0.0,54.68,17.11,12.8,3.25,43046
4401,20220325,605099.SH,共创草坪,文教休闲,江苏,25.91,0.4,4.03,22.93,13.95,6.63,6.34,1.57,0.8,4.85,5.67,20200930,8.92,2.22,30.2,2.09,29.63,18.32,9330
4402,20220325,601100.SH,恒立液压,工程机械,江苏,25.64,13.05,13.05,118.57,88.61,24.48,14.11,1.08,1.52,6.51,7.99,20111028,53.16,4.07,34.93,34.9,42.0,27.65,61322
4403,20220325,002620.SZ,瑞和股份,装修装饰,深圳,112.57,3.15,3.78,65.46,50.53,6.82,12.37,3.27,0.04,6.58,0.98,20110929,7.46,1.97,0.8,-86.72,15.13,0.63,29070
4404,20220325,002912.SZ,中新赛克,软件服务,深圳,83.02,1.17,1.73,21.64,17.49,2.03,6.18,3.57,0.33,9.6,2.81,20171121,9.82,5.68,-27.27,-77.29,68.95,8.11,26203
4405,20220325,000908.SZ,景峰医药,化学制药,湖南,199.85,7.58,8.8,24.58,8.54,8.76,6.48,0.74,0.017,0.61,7.31,19990203,-6.43,-0.73,-40.23,-80.66,65.94,2.62,92999
4406,20220325,600884.SH,杉杉股份,电气设备,浙江,15.39,16.55,21.43,358.25,158.94,78.19,37.46,1.75,1.7,9.17,2.9,19960130,95.27,4.45,182.43,899.29,25.31,17.66,96208
4407,20220325,603127.SH,昭衍新药,医疗保健,北京,131.43,3.2,3.81,82.02,56.54,4.5,55.36,14.52,0.95,18.73,6.09,20170825,8.2,2.15,35.67,72.76,49.71,28.95,25231
4408,20220325,002173.SZ,创新医疗,医疗保健,浙江,0.0,3.72,4.53,26.01,10.03,13.4,27.44,6.06,-0.08,4.54,1.55,20070925,-11.15,-2.46,2.22,27.18,8.62,-6.74,17939
4409,20220325,603895.SH,天永智能,专用机械,上海,109.08,1.08,1.08,14.46,13.01,0.59,3.76,3.48,0.16,5.66,4.09,20180122,1.09,1.0,-2.31,-23.17,23.74,4.54,7946
4410,20220325,300358.SZ,楚天科技,医疗保健,湖南,21.38,5.16,5.75,93.03,59.46,12.28,15.77,2.74,0.72,6.07,3.28,20140121,12.26,2.13,67.24,723.53,38.74,10.9,20510
4411,20220325,603985.SH,恒润股份,机械基件,江苏,23.24,2.65,3.39,40.1,27.31,4.6,17.99,5.3,1.27,12.2,2.52,20170505,10.55,3.11,3.28,8.86,29.04,19.49,13742
4412,20220325,603396.SH,金辰股份,专用机械,辽宁,73.73,1.16,1.16,30.14,27.11,2.03,7.83,6.73,0.72,12.2,5.44,20171018,4.63,3.98,33.41,21.7,31.13,7.45,26000
4413,20220325,300396.SZ,迪瑞医疗,医疗保健,吉林,22.54,2.51,2.76,21.33,12.56,1.93,2.9,1.05,0.57,6.09,2.79,20140910,9.99,3.62,-11.47,-33.65,52.68,24.66,10459
4414,20220325,000826.SZ,启迪环境,环境保护,湖北,0.0,14.27,14.31,354.93,117.99,29.05,68.26,4.77,-2.96,5.53,0.63,19980225,-8.53,-0.6,-8.61,-1923.53,13.69,-70.68,60194
4415,20220325,688131.SH,皓元医药,化学制药,上海,69.4,0.17,0.74,21.67,16.91,0.71,13.27,17.85,2.32,24.52,7.31,20210608,3.64,4.9,0.0,0.0,55.46,20.68,6650
4416,20220325,300799.SZ,左江科技,软件服务,北京,179.31,0.33,1.02,7.77,6.65,0.62,3.06,3.0,0.22,7.01,7.49,20191029,2.78,2.72,37.93,-18.93,75.32,22.22,8376
4417,20220325,688399.SH,硕世生物,医疗保健,江苏,5.78,0.35,0.59,30.64,23.16,1.42,8.05,13.73,16.99,43.32,3.02,20191205,14.46,24.66,97.32,71.22,71.82,45.87,11710
4418,20220325,300650.SZ,太龙股份,电气设备,福建,22.08,0.83,1.29,24.38,15.88,2.49,5.74,4.46,0.98,8.43,2.99,20170503,3.65,2.84,1563.28,2240.46,7.74,2.77,4852
4419,20220325,002850.SZ,科达利,电气设备,深圳,70.38,1.54,2.33,66.12,33.16,22.12,27.09,11.63,1.61,18.55,8.13,20170302,13.18,5.66,144.73,280.72,28.51,12.54,10994
4420,20220325,300439.SZ,美康生物,医疗保健,浙江,27.25,2.77,3.83,36.1,20.04,8.62,11.17,2.92,0.47,6.11,2.68,20150422,7.45,1.94,-1.62,-42.35,40.92,10.03,16875
4421,20220325,000661.SZ,长春高新,生物制药,吉林,17.96,3.81,4.05,225.16,140.41,22.23,33.61,8.31,9.28,36.01,4.63,19961218,100.16,24.75,25.3,23.33,87.61,34.96,173778
4422,20220325,688711.SH,宏微科技,半导体,江苏,169.73,0.21,0.98,11.72,9.48,0.66,6.4,6.5,0.473,9.05,11.82,20210901,1.24,1.26,0.0,0.0,22.14,12.59,6285
4423,20220325,002584.SZ,西陇科学,化工原料,广东,28.28,4.06,5.85,45.73,33.6,4.53,6.7,1.14,0.27,3.76,2.68,20110602,8.29,1.42,7.9,262.08,7.9,3.22,41453
4424,20220325,300308.SZ,中际旭创,通信设备,山东,34.48,6.6,8.0,143.79,77.06,32.38,52.53,6.57,0.79,14.36,2.24,20120410,25.63,3.21,2.25,-6.63,24.44,10.52,31945
4425,20220325,601058.SH,赛轮轮胎,汽车配件,山东,22.12,26.22,30.63,248.53,120.82,75.73,25.85,0.84,0.35,3.36,2.87,20110630,45.43,1.48,18.65,-14.58,20.23,7.57,41280
4426,20220325,688123.SH,聚辰股份,半导体,上海,87.01,0.84,1.21,15.96,14.16,0.04,11.13,9.21,0.68,12.61,6.29,20191223,2.35,1.94,7.53,-30.87,35.0,21.05,9557
4427,20220325,688518.SH,联赢激光,专用机械,深圳,134.55,2.49,2.99,37.74,33.95,0.43,7.79,2.61,0.19,5.04,6.7,20200622,3.49,1.17,91.59,336.4,36.32,6.15,8237
4428,20220325,300300.SZ,海峡创新,软件服务,福建,0.0,6.71,6.71,18.36,8.33,1.11,10.32,1.54,-0.106,1.24,4.64,20120319,-8.68,-1.29,128.91,75.67,10.72,-19.71,30272
4429,20220325,600306.SH,ST商城,百货,辽宁,0.0,1.77,2.32,14.65,1.65,1.15,4.95,2.14,-0.59,0.2,73.63,20001226,-7.39,-3.19,-20.64,29.15,54.63,-69.37,4927
4430,20220325,301131.SZ,聚赛龙,塑料,广东,37.46,0.12,0.48,12.44,10.1,1.73,1.98,4.15,1.342,16.02,3.14,20220314,2.04,4.27,17.59,-16.73,12.39,4.92,23910
4431,20220325,688707.SH,振华新材-U,化工原料,贵州,70.44,0.78,4.43,60.52,40.34,15.94,21.27,4.8,0.76,6.61,8.36,20210914,2.0,0.45,0.0,0.0,14.67,7.35,23253
4432,20220325,605117.SH,德业股份,家用电器,浙江,76.23,0.43,1.71,35.67,28.81,2.73,13.71,8.03,2.64,14.43,16.54,20210420,8.54,5.0,0.0,0.0,22.06,13.23,9355
4433,20220325,300111.SZ,向日葵,化学制药,浙江,1779.52,11.17,11.2,4.8,3.05,1.33,2.49,0.22,0.001,0.14,24.95,20100827,-12.85,-1.15,-15.41,-93.25,31.31,0.93,92343
4434,20220325,300347.SZ,泰格医药,医疗保健,浙江,36.3,5.62,8.72,219.55,104.57,4.37,118.61,13.59,2.05,19.7,5.02,20120817,47.73,5.47,47.58,35.13,46.77,52.46,38966
4435,20220325,000972.SZ,*ST中基,食品,新疆,0.0,7.71,7.71,8.63,5.35,3.22,10.72,1.39,-0.071,0.16,16.1,20000926,-17.58,-2.28,-83.93,-30.35,-6.98,-745.3,29464
4436,20220325,601615.SH,明阳智能,电气设备,广东,16.82,19.33,21.04,580.87,349.79,96.96,106.52,5.06,1.13,8.91,2.58,20190123,46.84,2.23,21.84,131.71,21.22,11.73,103925
4437,20220325,301023.SZ,江南奕帆,电气设备,江苏,40.24,0.09,0.37,8.78,8.02,0.29,4.81,12.9,1.51,21.09,3.1,20210707,2.52,6.76,0.0,0.0,46.17,30.85,8000
4438,20220325,301235.SZ,华康医疗,医疗保健,湖北,136.41,0.23,1.06,10.42,9.43,0.36,3.32,3.14,0.304,14.13,3.92,20220128,1.21,1.15,0.0,0.0,36.88,6.49,15269
4439,20220325,688499.SH,利元亨,专用机械,广东,82.22,0.19,0.88,47.28,37.67,6.11,14.43,16.4,2.13,22.74,8.59,20210701,3.64,4.14,0.0,0.0,37.37,9.46,5513
4440,20220325,605056.SH,咸亨国际,电器仪表,浙江,39.54,0.4,4.0,18.57,14.48,2.03,6.01,1.5,0.31,3.45,4.39,20210720,3.11,0.78,0.0,0.0,38.89,9.51,14588
4441,20220325,000838.SZ,财信发展,区域地产,重庆,0.0,10.53,11.0,168.83,161.64,1.52,2.57,0.23,-0.031,1.74,5.49,19970626,5.13,0.47,-13.75,-162.55,13.01,-1.21,46742
4442,20220325,600522.SH,中天科技,通信设备,江苏,90.01,34.13,34.13,472.63,339.7,82.37,76.07,2.23,0.16,7.53,2.28,20021024,116.39,3.41,23.16,-69.11,13.53,1.3,198041
4443,20220325,688265.SH,南模生物,医疗保健,上海,78.0,0.18,0.78,4.32,2.32,0.99,1.06,1.36,0.497,23.02,2.24,20211228,1.2,1.54,0.0,0.0,62.7,20.41,20526
4444,20220325,000687.SZ,*ST华讯,通信设备,深圳,0.0,7.53,7.66,9.07,5.81,1.33,12.04,1.57,-0.18,-2.01,-0.61,19970221,-34.58,-4.51,-23.5,-7.85,36.27,-541.18,41282
4445,20220325,688520.SH,神州细胞-U,生物制药,北京,0.0,0.71,4.35,13.27,6.51,4.99,23.37,5.37,-1.52,-0.52,-103.85,20200622,-28.05,-6.44,3981.79,-28.39,94.2,-6577.37,11660
4446,20220325,002529.SZ,海源复材,专用机械,江西,0.0,2.6,2.6,11.39,5.27,4.17,11.63,4.47,-0.192,3.11,5.77,20101224,-6.6,-2.54,-3.03,-2040.54,2.08,-29.7,21789
4447,20220325,301207.SZ,华兰疫苗,生物制药,河南,30.36,0.34,4.0,47.62,32.81,6.92,8.8,2.2,1.32,12.4,4.31,20220218,13.81,3.45,0.0,0.0,88.28,37.92,34797
4448,20220325,002603.SZ,以岭药业,中成药,河北,28.86,13.76,16.71,129.84,58.94,35.08,23.43,1.4,0.732,5.36,5.26,20110728,43.55,2.61,25.81,20.43,64.2,15.09,133566
4449,20220325,600192.SH,长城电工,电气设备,甘肃,0.0,4.42,4.42,46.85,32.46,7.36,9.08,2.05,-0.198,3.91,1.55,19981224,2.55,0.58,1.22,-981.67,12.33,-5.98,31515
4450,20220325,688383.SH,新益昌,专用机械,深圳,46.07,0.24,1.02,22.89,19.29,0.74,7.48,7.32,1.73,12.23,7.72,20210428,3.08,3.01,0.0,0.0,43.07,19.72,5563
4451,20220325,002437.SZ,誉衡药业,化学制药,黑龙江,45.2,21.83,21.98,49.99,24.06,12.75,4.45,0.2,0.05,0.89,3.4,20100623,-7.63,-0.35,4.68,-83.2,75.0,4.77,102900
4452,20220325,600091.SH,*ST明科,化工原料,内蒙,0.0,4.37,4.37,11.27,7.35,0.1,16.7,3.82,-0.07,1.97,0.72,19970704,-13.13,-3.0,-60.75,-7948.09,-2.02,-567.22,12062
4453,20220325,688016.SH,心脉医疗,医疗保健,上海,45.22,0.39,0.72,16.61,13.97,0.56,8.09,11.24,3.47,20.77,10.08,20190722,5.02,6.98,55.45,53.93,79.16,49.0,10562
4454,20220325,300294.SZ,博雅生物,生物制药,江西,45.44,4.33,5.12,76.22,56.46,7.16,42.58,8.32,0.79,13.35,2.29,20120308,20.26,3.96,5.47,32.48,56.98,13.0,24571
4455,20220325,000063.SZ,中兴通讯,通信设备,深圳,17.61,38.9,47.32,1687.63,1278.71,114.37,253.6,5.36,1.47,10.88,2.33,19971118,206.51,4.36,12.88,59.94,35.24,5.95,502022
4456,20220325,688180.SH,君实生物-U,生物制药,上海,0.0,4.28,9.11,95.91,48.58,19.15,108.28,11.89,-0.44,8.7,10.09,20200715,-40.6,-4.46,168.9,64.85,72.41,-14.42,33127
4457,20220325,301126.SZ,达嘉维康,医药商业,湖南,72.99,0.49,2.07,23.62,20.46,2.26,4.77,2.31,0.243,8.04,2.94,20211207,4.55,2.2,0.0,0.0,11.55,2.66,56063
4458,20220325,300760.SZ,迈瑞医疗,医疗保健,深圳,40.94,12.12,12.12,356.24,190.05,34.71,81.53,6.72,5.48,21.28,14.1,20181016,170.48,14.06,20.72,24.23,65.6,34.36,78460
4459,20220325,002594.SZ,比亚迪,汽车整车,深圳,210.29,11.55,29.11,2518.61,1453.34,551.38,495.57,17.02,0.85,28.83,8.16,20110630,264.15,9.07,38.25,-28.43,12.97,1.68,360177
4460,20220325,300772.SZ,运达股份,电气设备,浙江,24.43,1.92,3.39,247.14,189.27,18.96,12.87,3.8,1.59,8.03,4.4,20190426,10.32,3.04,39.75,183.13,16.84,3.05,25217
4461,20220325,600172.SH,黄河旋风,矿物制品,河南,227.59,12.24,14.42,107.2,41.3,42.14,18.0,1.25,0.03,2.26,3.77,19981126,-0.1,-0.01,-0.7,135.07,31.02,2.13,93370
4462,20220325,300879.SZ,大叶股份,农用机械,浙江,27.9,0.55,1.6,21.37,11.6,4.06,4.49,2.81,0.45,6.08,2.76,20200901,3.35,2.09,53.22,15.38,17.73,6.05,17258
4463,20220325,002618.SZ,*ST丹邦,元器件,深圳,0.0,5.48,5.48,16.67,1.12,9.11,9.55,1.74,-0.313,1.8,1.21,20110920,-5.55,-1.01,42.11,-40.17,-87.26,-347.46,38947
4464,20220325,600093.SH,*ST易见,多元金融,云南,0.0,11.22,11.22,44.06,38.67,0.03,40.39,3.6,-0.28,-3.45,-0.4,19970626,-92.43,-8.24,-75.67,-222.99,1.32,-19.68,50395
4465,20220325,000568.SZ,泸州老窖,白酒,四川,33.46,14.65,14.72,373.64,219.14,80.49,37.23,2.53,4.28,17.99,10.57,19940509,195.08,13.26,21.65,30.32,86.3,44.48,195905
4466,20220325,301085.SZ,亚康股份,软件服务,北京,34.0,0.2,0.8,7.18,7.05,0.06,1.2,1.49,0.884,9.89,4.05,20211018,2.37,2.96,0.0,0.0,16.0,8.44,40005
4467,20220325,300181.SZ,佐力药业,中成药,浙江,38.18,4.94,6.09,33.19,9.34,7.24,3.4,0.56,0.216,3.69,2.98,20110222,4.06,0.67,40.14,110.87,71.43,12.19,42816
4468,20220325,002090.SZ,金智科技,软件服务,江苏,62.85,3.99,4.04,23.76,18.98,2.02,0.78,0.19,0.11,2.85,3.02,20061208,7.68,1.9,0.24,38.82,25.25,4.19,25224
4469,20220325,600196.SH,复星医药,化学制药,上海,27.39,20.11,25.63,932.94,304.25,89.19,140.29,5.47,1.85,15.29,3.31,19980807,210.4,8.21,28.7,29.28,48.14,12.14,330852
4470,20220325,605167.SH,利柏特,专用机械,江苏,44.62,1.12,4.49,20.72,12.56,3.23,4.24,0.95,0.19,2.9,3.09,20210726,3.97,0.88,0.0,0.0,14.34,4.81,38482
4471,20220325,002837.SZ,英维克,专用机械,深圳,58.72,2.57,3.34,33.62,26.14,2.59,7.4,2.21,0.47,5.59,6.34,20161229,6.79,2.03,41.44,23.79,30.38,10.07,34100
4472,20220325,601877.SH,正泰电器,电气设备,浙江,23.72,21.5,21.5,862.14,411.12,287.99,117.77,5.48,1.29,14.87,2.75,20100121,171.09,7.96,23.25,-8.84,26.19,9.7,71730
4473,20220325,688598.SH,金博股份,矿物制品,湖南,37.13,0.64,0.8,29.41,18.58,7.54,10.38,12.95,6.26,23.11,10.04,20200518,6.49,8.09,213.72,197.25,57.27,37.45,8669
4474,20220325,002393.SZ,力生制药,化学制药,天津,33.78,1.82,1.82,50.81,22.77,9.7,16.92,9.27,0.54,24.17,1.0,20100423,10.85,5.95,-8.71,23.43,58.16,11.69,18143
4475,20220325,300254.SZ,仟源医药,化学制药,山西,0.0,2.12,2.28,16.41,4.7,2.99,5.33,2.34,-0.024,2.96,3.48,20110819,-1.04,-0.46,19.65,95.65,71.23,-0.75,13255
4476,20220325,600856.SH,*ST中天,供气供热,北京,0.0,13.62,13.67,108.01,18.84,2.64,28.08,2.05,-0.227,-0.58,-2.69,19940425,-40.31,-2.95,69.01,30.66,22.97,-50.23,33048
4477,20220325,688116.SH,天奈科技,化工原料,江苏,120.89,1.79,2.32,24.96,15.74,3.83,12.42,5.35,0.88,8.52,16.6,20190925,3.71,1.6,188.72,165.27,34.38,22.35,7552
4478,20220325,000513.SZ,丽珠集团,化学制药,广东,19.23,6.05,9.38,216.89,146.3,34.49,14.44,1.54,1.55,13.37,2.97,19931028,93.93,10.01,18.22,2.19,65.81,15.51,69422
4479,20220325,600695.SH,*ST绿庭,多元金融,上海,104.61,3.66,7.11,8.92,4.76,0.01,3.93,0.55,0.02,0.91,2.73,19931122,-4.97,-0.7,247.82,-80.03,70.17,24.55,55914
4480,20220325,603157.SH,*ST拉夏,服饰,新疆,0.0,3.33,5.48,28.89,7.54,15.44,19.11,3.49,-0.53,-1.64,-0.7,20170925,-35.43,-6.47,-78.16,63.92,59.94,-79.16,12013
4481,20220325,300295.SZ,三六五网,互联网,江苏,35.52,1.65,1.92,18.74,15.33,0.05,2.66,1.39,0.27,6.98,1.81,20120315,7.96,4.16,-14.2,40.6,94.88,18.13,24722
4482,20220325,301222.SZ,浙江恒威,电气设备,浙江,43.28,0.24,1.01,4.96,4.01,0.85,1.62,1.6,0.885,11.81,3.24,20220309,1.71,1.69,12.59,-6.43,24.97,16.4,30974
4483,20220325,600589.SH,ST榕泰,塑料,广东,0.0,7.04,7.04,27.94,16.3,4.01,12.94,1.84,-0.046,1.44,1.86,20010612,-11.61,-1.65,9.71,-260.36,10.07,-4.06,40031
4484,20220325,688148.SH,芳源股份,电气设备,广东,124.75,0.76,5.12,27.85,18.91,4.21,6.0,1.17,0.17,2.59,9.15,20210806,1.89,0.37,0.0,0.0,13.76,4.76,12135
4485,20220325,605111.SH,新洁能,半导体,江苏,56.7,1.01,1.43,18.85,15.08,2.03,5.77,4.04,2.9,10.8,15.09,20200928,7.2,5.04,56.89,194.55,39.12,27.4,32788
4486,20220325,600004.SH,白云机场,机场,广东,0.0,20.69,23.67,278.76,37.2,194.86,99.33,4.2,-0.21,7.71,1.58,20030428,50.2,2.12,-3.51,-63.72,-5.41,-13.51,104655
4487,20220325,000585.SZ,*ST东电,电气设备,海南,31.3,6.09,8.73,2.07,1.05,0.42,10.84,1.24,0.027,-0.19,-6.09,19951213,-19.71,-2.26,2.78,-85.42,39.86,38.67,48114
4488,20220325,603739.SH,蔚蓝生物,农业综合,山东,36.47,2.17,2.52,19.96,9.24,3.95,7.09,2.81,0.39,6.31,2.89,20190116,5.9,2.34,20.2,29.34,46.22,11.35,15284
4489,20220325,600763.SH,通策医疗,医疗保健,浙江,50.79,3.21,3.21,42.38,12.79,8.91,0.0,0.0,1.93,8.64,15.15,19961030,24.42,7.62,44.16,55.09,47.96,29.03,61420
4490,20220325,603660.SH,苏州科达,通信设备,江苏,0.0,4.94,4.94,32.84,25.48,2.13,1.56,0.32,-0.22,3.42,2.05,20161201,10.65,2.15,8.92,0.15,58.21,-6.79,26835
4491,20220325,000301.SZ,东方盛虹,化纤,江苏,44.64,20.67,59.46,1023.82,265.39,174.28,71.43,1.2,0.3,3.8,3.77,20000529,28.53,0.48,60.28,506.65,11.16,5.71,66130
4492,20220325,601113.SH,ST华鼎,互联网,浙江,16.35,9.08,11.41,70.95,35.55,26.37,39.72,3.48,0.21,3.99,1.13,20110509,-7.11,-0.62,-2.39,97.35,26.38,3.36,14989
4493,20220325,600847.SH,万里股份,电气设备,重庆,0.0,1.53,1.53,7.41,4.79,2.36,8.04,5.24,-0.03,4.5,3.75,19940324,-2.67,-1.74,0.17,-422.52,13.69,-1.14,17847
4494,20220325,603320.SH,迪贝电气,机械基件,浙江,21.9,1.3,1.3,12.24,7.66,1.28,1.88,1.45,0.49,5.59,2.55,20170502,3.74,2.88,65.19,100.45,14.64,7.48,9155
4495,20220325,688676.SH,金盘科技,电气设备,海南,39.67,1.89,4.26,49.21,39.29,5.47,10.42,2.45,0.41,5.78,3.6,20210309,8.76,2.06,0.0,0.0,23.63,7.32,7122
4496,20220325,600898.SH,ST美讯,通信设备,山东,0.0,2.53,2.85,6.19,3.33,1.37,12.23,4.29,-0.15,0.45,14.02,19960418,-14.14,-4.95,-74.92,84.52,5.1,-16.97,15611
